ID,Gender,EthnicGroup,ParentEduc,,TestPrep,ParentMaritalStatus,PracticeSport,WklyStudyHours,MathScore,MathGrade,ReadingScore,ReadingGrade,WritingScore,WritingGrade,OverallGrade
768,female,group D,some high school,,none,married,never,> 10,67,D,70,C,74,C,C
769,male,group A,some college,,none,,never,10-May,56,E,59,E,55,E,F
770,male,group B,high school,,none,,sometimes,< 5,50,F,47,F,48,F,F
771,male,group D,bachelor's degree,,none,married,regularly,> 10,79,C,75,C,77,C,C
772,female,group B,some high school,,completed,married,never,< 5,48,F,65,D,68,D,D
773,female,group C,bachelor's degree,,none,married,sometimes,10-May,62,D,78,C,79,C,C
774,male,group B,,,none,single,never,10-May,64,D,64,D,58,E,D
775,female,group B,some high school,,none,married,regularly,< 5,48,F,57,E,55,E,F
776,female,group B,high school,,,single,regularly,< 5,65,D,71,C,70,C,D
777,female,group C,some college,,none,single,regularly,10-May,36,F,44,F,44,F,F
778,female,,,,completed,married,sometimes,> 10,74,C,80,B,83,B,C
779,male,group E,associate's degree,,completed,widowed,regularly,10-May,96,A,86,B,84,B,B
780,female,group D,associate's degree,,none,,regularly,10-May,47,F,56,E,58,E,F
781,female,group B,master's degree,,none,married,sometimes,< 5,75,C,90,A,84,B,B
782,female,group B,,,completed,married,sometimes,10-May,76,C,85,B,82,B,B
783,female,group C,associate's degree,,completed,married,sometimes,10-May,52,F,59,E,62,D,F
784,male,group C,bachelor's degree,,completed,married,sometimes,< 5,88,B,79,C,77,C,B
785,female,group B,some high school,,completed,married,sometimes,10-May,32,F,51,F,44,F,F
786,female,group E,some high school,,none,married,regularly,10-May,74,C,80,B,78,C,C
787,female,group B,some college,,none,single,regularly,< 5,18,F,37,F,32,F,F
788,male,group C,associate's degree,,,single,regularly,10-May,70,C,65,D,62,D,D
789,female,group C,master's degree,,none,married,sometimes,10-May,52,F,65,D,61,D,F
790,female,group B,high school,,none,,sometimes,> 10,49,F,62,D,61,D,F
791,female,,some college,,none,divorced,regularly,> 10,63,D,67,D,73,C,D
792,male,group D,high school,,none,married,regularly,< 5,65,D,73,C,69,D,D
793,male,group E,some high school,,completed,married,never,< 5,83,B,81,B,73,C,C
794,female,group B,high school,,none,widowed,regularly,10-May,43,F,52,F,52,F,F
795,female,group E,associate's degree,,completed,divorced,regularly,10-May,58,E,69,D,74,C,D
796,male,group D,high school,,none,divorced,sometimes,10-May,70,C,70,C,70,C,C
797,female,group E,associate's degree,,none,married,sometimes,10-May,70,C,84,B,81,B,C
798,male,group E,,,none,married,sometimes,10-May,69,D,60,D,54,F,D
799,female,group C,associate's degree,,none,married,never,10-May,50,F,54,F,55,E,F
800,male,group C,some high school,,completed,,,10-May,67,D,73,C,68,D,D
803,female,group B,some college,,none,married,regularly,10-May,84,B,86,B,89,B,B
804,female,group C,some college,,none,,never,10-May,70,C,74,C,76,C,C
805,male,group A,some college,,none,divorced,sometimes,< 5,72,C,79,C,72,C,C
806,female,group D,some college,,none,single,sometimes,< 5,62,D,72,C,73,C,D
807,female,group E,high school,,none,divorced,sometimes,> 10,42,F,45,F,40,F,F
808,male,group C,high school,,none,married,sometimes,10-May,90,A,75,C,69,D,C
809,male,group B,bachelor's degree,,none,married,sometimes,10-May,59,E,54,F,51,F,F
810,male,group A,some high school,,none,married,sometimes,10-May,51,F,31,F,36,F,F
811,male,group A,high school,,none,single,sometimes,> 10,46,F,47,F,49,F,F
812,female,group C,master's degree,,completed,married,regularly,< 5,53,F,63,D,67,D,D
813,male,group E,some high school,,completed,married,sometimes,> 10,89,B,85,B,77,C,B
814,female,group C,high school,,none,married,sometimes,> 10,74,C,81,B,84,B,C
815,male,group B,some high school,,completed,married,regularly,10-May,96,A,87,B,89,B,A
817,male,group D,bachelor's degree,,completed,married,regularly,10-May,62,D,71,C,77,C,C
818,female,group B,high school,,none,,sometimes,10-May,60,D,72,C,68,D,D
819,female,group C,some high school,,none,married,sometimes,< 5,74,C,89,B,86,B,B
820,female,group A,some high school,,completed,divorced,,10-May,85,B,90,A,92,A,B
822,male,group E,some college,,completed,married,regularly,10-May,50,F,52,F,52,F,F
824,female,group C,some high school,,none,widowed,sometimes,> 10,49,F,58,E,53,F,F
825,male,group C,high school,,none,single,regularly,< 5,61,D,66,D,58,E,D
826,female,group C,associate's degree,,completed,,sometimes,10-May,56,E,68,D,70,C,D
827,female,,some high school,,none,married,regularly,< 5,64,D,68,D,76,C,D
829,male,group B,some high school,,none,married,regularly,< 5,67,D,53,F,53,F,F
830,female,group A,some college,,none,single,regularly,> 10,64,D,61,D,59,E,D
831,female,group C,bachelor's degree,,completed,married,regularly,10-May,76,C,87,B,91,A,B
832,male,group A,bachelor's degree,,none,divorced,never,> 10,63,D,59,E,57,E,F
834,male,group B,some college,,none,single,regularly,10-May,59,E,50,F,46,F,F
835,female,group C,high school,,completed,single,regularly,10-May,61,D,64,D,75,C,D
836,male,group E,high school,,none,single,regularly,> 10,77,C,65,D,59,E,D
837,female,group A,high school,,completed,married,regularly,> 10,79,C,84,B,82,B,B
838,male,group B,associate's degree,,completed,divorced,regularly,< 5,57,E,56,E,53,F,F
840,female,group D,high school,,none,divorced,sometimes,10-May,39,F,52,F,46,F,F
841,male,group C,some high school,,none,married,regularly,10-May,65,D,58,E,52,F,F
842,female,group B,high school,,completed,married,sometimes,> 10,23,F,44,F,36,F,F
843,male,group B,some college,,completed,single,sometimes,> 10,76,C,78,C,77,C,C
844,female,group D,some high school,,completed,single,regularly,< 5,39,F,64,D,64,D,F
845,male,group E,master's degree,,none,divorced,sometimes,< 5,88,B,85,B,84,B,B
846,male,group C,master's degree,,completed,married,sometimes,10-May,91,A,85,B,85,B,B
848,female,group C,high school,,none,married,regularly,10-May,60,D,73,C,69,D,D
849,male,group D,associate's degree,,none,single,regularly,10-May,82,B,76,C,70,C,C
850,male,group C,master's degree,,none,married,never,10-May,69,D,67,D,67,D,D
851,female,group A,high school,,none,married,sometimes,< 5,59,E,66,D,61,D,D
852,female,group E,some college,,none,married,regularly,< 5,86,B,84,B,93,A,B
853,male,group E,some high school,,none,married,never,< 5,77,C,65,D,58,E,D
854,male,group C,some high school,,none,,sometimes,10-May,62,D,64,D,55,E,D
855,female,group B,bachelor's degree,,none,married,regularly,< 5,96,A,96,A,96,A,A
856,male,group B,some college,,none,married,regularly,10-May,77,C,69,D,66,D,C
857,female,group C,bachelor's degree,,none,married,regularly,10-May,66,D,80,B,83,B,C
858,male,group B,high school,,completed,divorced,regularly,10-May,53,F,49,F,47,F,F
859,male,group C,associate's degree,,none,married,sometimes,10-May,87,B,73,C,72,C,C
860,female,group C,associate's degree,,none,divorced,never,10-May,51,F,61,D,51,F,F
861,female,group E,master's degree,,none,married,sometimes,> 10,83,B,87,B,88,B,B
862,male,group D,bachelor's degree,,completed,single,sometimes,< 5,37,F,41,F,37,F,F
863,female,group C,some college,,completed,single,regularly,< 5,70,C,70,C,80,B,C
864,male,group C,associate's degree,,none,married,regularly,10-May,99,A,94,A,93,A,A
865,male,group D,,,completed,married,never,10-May,79,C,80,B,85,B,B
867,male,group B,associate's degree,,none,divorced,regularly,< 5,60,D,41,F,41,F,F
868,male,group E,associate's degree,,completed,married,sometimes,> 10,80,B,75,C,73,C,C
869,male,group C,associate's degree,,none,married,regularly,> 10,51,F,52,F,53,F,F
870,male,group B,high school,,none,married,sometimes,10-May,59,E,58,E,47,F,F
872,male,group B,associate's degree,,completed,married,sometimes,10-May,82,B,84,B,78,C,B
873,male,group E,associate's degree,,none,married,never,< 5,84,B,87,B,78,C,B
874,female,group C,bachelor's degree,,none,married,sometimes,< 5,41,F,61,D,59,E,F
875,male,group C,,,none,married,sometimes,10-May,80,B,64,D,66,D,C
876,male,group D,some college,,none,married,sometimes,10-May,81,B,82,B,84,B,B
877,male,group C,some high school,,none,married,sometimes,10-May,57,E,61,D,54,F,F
878,female,group D,some high school,,none,single,regularly,,60,D,73,C,82,B,C
879,female,,associate's degree,,none,married,sometimes,10-May,64,D,76,C,74,C,C
880,male,group C,bachelor's degree,,completed,married,sometimes,< 5,61,D,63,D,64,D,D
881,female,group E,bachelor's degree,,completed,single,regularly,< 5,70,C,69,D,70,C,D
882,female,group B,high school,,none,married,regularly,> 10,67,D,75,C,74,C,C
883,male,group D,bachelor's degree,,none,married,sometimes,> 10,56,E,46,F,44,F,F
884,female,group E,associate's degree,,none,single,never,< 5,47,F,49,F,51,F,F
885,female,group C,associate's degree,,completed,married,sometimes,10-May,62,D,76,C,80,B,C
886,female,group E,associate's degree,,completed,married,regularly,> 10,98,A,100,A,99,A,A
888,female,group D,some college,,none,married,sometimes,10-May,69,D,65,D,74,C,D
889,male,group D,high school,,none,divorced,sometimes,< 5,42,F,50,F,47,F,F
890,female,group E,some college,,completed,married,regularly,10-May,88,B,86,B,93,A,B
891,female,group E,associate's degree,,none,married,regularly,10-May,87,B,93,A,87,B,B
892,female,group A,master's degree,,none,married,sometimes,,50,F,68,D,75,C,D
893,male,group D,some high school,,completed,divorced,sometimes,> 10,90,A,75,C,76,C,B
894,female,group E,associate's degree,,none,divorced,never,< 5,55,E,60,D,65,D,D
895,female,group E,,,none,divorced,regularly,10-May,32,F,34,F,38,F,F
896,male,group B,high school,,none,,regularly,10-May,37,F,29,F,27,F,F
897,female,group B,some high school,,completed,single,regularly,< 5,62,D,77,C,79,C,C
898,male,group D,,,completed,married,sometimes,< 5,64,D,53,F,61,D,F
899,female,group D,some high school,,completed,single,sometimes,10-May,65,D,78,C,82,B,C
900,male,group D,master's degree,,none,married,sometimes,10-May,85,B,84,B,89,B,B
901,female,group C,master's degree,,none,married,sometimes,10-May,73,C,79,C,76,C,C
902,female,group A,high school,,completed,married,sometimes,< 5,32,F,47,F,40,F,F
903,female,group D,bachelor's degree,,completed,divorced,sometimes,10-May,93,A,100,A,100,A,A
904,female,group D,some high school,,none,divorced,regularly,10-May,69,D,85,B,86,B,B
905,male,group D,,,none,single,never,< 5,82,B,74,C,73,C,C
906,male,group B,,,none,married,regularly,< 5,56,E,47,F,51,F,F
907,female,group D,some college,,completed,single,regularly,> 10,83,B,86,B,95,A,B
908,female,group C,bachelor's degree,,none,divorced,sometimes,10-May,67,D,75,C,72,C,C
909,male,,bachelor's degree,,completed,married,sometimes,< 5,67,D,63,D,68,D,D
910,male,group D,bachelor's degree,,,divorced,sometimes,10-May,50,F,42,F,48,F,F
911,female,group A,some college,,none,married,regularly,10-May,71,C,85,B,84,B,B
912,female,group C,bachelor's degree,,completed,married,sometimes,10-May,52,F,61,D,66,D,F
913,female,group C,bachelor's degree,,completed,single,regularly,< 5,46,F,61,D,66,D,F
914,female,group B,associate's degree,,none,married,sometimes,> 10,47,F,61,D,56,E,F
915,female,group E,some college,,none,married,regularly,10-May,70,C,71,C,67,D,D
916,male,group E,bachelor's degree,,completed,single,regularly,10-May,100,A,100,A,100,A,A
917,female,group C,high school,,none,married,regularly,< 5,43,F,60,D,52,F,F
918,female,group C,associate's degree,,completed,married,regularly,10-May,58,E,78,C,82,B,C
919,male,group B,some college,,completed,married,,10-May,91,A,96,A,91,A,A
920,male,group D,high school,,none,married,regularly,10-May,71,C,71,C,68,D,C
922,male,group D,high school,,none,married,regularly,< 5,71,C,65,D,66,D,D
923,female,group B,associate's degree,,none,single,sometimes,10-May,54,F,65,D,65,D,D
924,male,group D,high school,,none,married,sometimes,10-May,74,C,70,C,69,D,C
925,male,group E,some high school,,completed,divorced,regularly,10-May,76,C,64,D,61,D,D
926,male,group E,,,none,married,sometimes,,64,D,56,E,52,F,F
927,female,group D,high school,,completed,married,sometimes,> 10,66,D,61,D,72,C,D
928,male,group E,associate's degree,,completed,married,sometimes,10-May,46,F,43,F,44,F,F
929,female,group C,some high school,,none,,never,< 5,45,F,54,F,48,F,F
931,male,group D,some college,,none,married,regularly,< 5,61,D,56,E,62,D,F
932,male,group D,associate's degree,,completed,divorced,regularly,10-May,62,D,72,C,74,C,D
933,male,group C,,,completed,divorced,sometimes,< 5,67,D,73,C,72,C,C
934,male,group C,associate's degree,,completed,married,sometimes,> 10,100,A,88,B,91,A,A
935,male,group D,some college,,none,divorced,regularly,10-May,72,C,63,D,59,E,D
936,male,group A,associate's degree,,none,divorced,never,10-May,64,D,56,E,51,F,F
937,female,group E,high school,,none,married,regularly,< 5,56,E,57,E,57,E,F
938,male,group D,some college,,completed,married,sometimes,10-May,85,B,81,B,85,B,B
939,male,group D,some high school,,completed,divorced,regularly,,79,C,69,D,70,C,C
940,male,group C,master's degree,,completed,married,never,10-May,70,C,66,D,72,C,D
941,female,group D,master's degree,,none,married,regularly,10-May,81,B,94,A,100,A,A
942,male,group C,high school,,none,married,regularly,< 5,80,B,65,D,64,D,D
943,male,group A,some high school,,completed,single,sometimes,10-May,61,D,62,D,61,D,D
944,female,group B,high school,,none,married,sometimes,< 5,56,E,66,D,59,E,D
945,female,group C,associate's degree,,none,divorced,regularly,10-May,55,E,61,D,59,E,F
946,male,group B,high school,,none,married,sometimes,< 5,79,C,80,B,78,C,C
947,female,group D,some college,,none,married,sometimes,< 5,47,F,57,E,58,E,F
948,male,group B,some high school,,completed,single,regularly,< 5,48,F,49,F,52,F,F
949,female,group E,high school,,completed,,sometimes,> 10,58,E,76,C,74,C,D
950,male,group E,high school,,none,married,never,10-May,91,A,71,C,69,D,C
951,female,group D,some college,,completed,single,regularly,,77,C,78,C,85,B,B
952,female,group E,some high school,,none,married,sometimes,10-May,74,C,74,C,72,C,C
953,male,,high school,,completed,single,sometimes,10-May,58,E,52,F,54,F,F
954,female,group C,some college,,,married,sometimes,< 5,60,D,67,D,67,D,D
955,male,group E,associate's degree,,none,married,regularly,> 10,76,C,58,E,64,D,D
956,male,group C,some college,,none,married,regularly,10-May,86,B,88,B,83,B,B
957,female,group D,master's degree,,none,divorced,sometimes,,92,A,100,A,100,A,A
958,female,group D,high school,,none,divorced,regularly,< 5,44,F,62,D,59,E,F
959,male,group C,high school,,,single,sometimes,10-May,75,C,81,B,71,C,C
960,female,group A,some college,,none,single,regularly,10-May,57,E,58,E,65,D,D
961,female,group D,some high school,,,single,regularly,10-May,49,F,54,F,54,F,F
962,female,group E,associate's degree,,none,single,regularly,10-May,100,A,100,A,100,A,A
963,female,,some high school,,completed,married,never,10-May,63,D,74,C,73,C,C
964,male,group D,,,none,married,sometimes,10-May,72,C,57,E,58,E,D
965,female,group D,some college,,,single,regularly,10-May,63,D,71,C,73,C,D
966,male,group A,some high school,,completed,divorced,regularly,10-May,67,D,69,D,65,D,D
967,male,group C,some college,,none,married,never,< 5,59,E,61,D,57,E,F
968,female,group E,associate's degree,,none,single,regularly,,70,C,77,C,68,D,C
969,female,group B,bachelor's degree,,none,divorced,never,10-May,72,C,82,B,78,C,C
970,female,group D,bachelor's degree,,none,widowed,regularly,10-May,91,A,100,A,100,A,A
971,male,group C,some high school,,completed,single,regularly,> 10,82,B,74,C,72,C,C
972,female,group A,high school,,completed,married,regularly,10-May,54,F,50,F,61,D,F
973,female,group D,some college,,none,divorced,regularly,< 5,48,F,64,D,61,D,F
974,female,group A,,,none,married,sometimes,< 5,52,F,62,D,65,D,F
977,male,group C,associate's degree,,none,married,sometimes,< 5,60,D,64,D,56,E,D
978,male,group D,high school,,completed,married,regularly,< 5,54,F,40,F,48,F,F
979,female,group C,associate's degree,,none,married,sometimes,10-May,91,A,95,A,94,A,A
980,female,group B,high school,,none,married,sometimes,10-May,8,F,24,F,23,F,F
981,male,group D,some high school,,none,married,regularly,10-May,83,B,79,C,79,C,B
982,male,group B,some high school,,completed,married,sometimes,< 5,76,C,83,B,84,B,B
983,female,group A,some college,,completed,married,regularly,> 10,82,B,89,B,95,A,B
984,female,group C,some high school,,none,married,regularly,10-May,72,C,74,C,81,B,C
985,male,group A,high school,,none,married,regularly,< 5,56,E,50,F,54,F,F
986,female,group C,associate's degree,,none,,never,10-May,38,F,58,E,49,F,F
987,male,group E,some high school,,completed,married,regularly,10-May,83,B,76,C,77,C,C
988,female,group A,some high school,,,single,sometimes,10-May,41,F,44,F,43,F,F
989,female,group D,some college,,completed,married,regularly,10-May,69,D,87,B,85,B,B
990,male,group E,high school,,completed,married,regularly,10-May,88,B,82,B,76,C,B
991,female,group B,some high school,,completed,married,regularly,10-May,66,D,83,B,79,C,C
992,female,group D,associate's degree,,none,married,sometimes,10-May,55,E,76,C,76,C,D
993,female,group D,bachelor's degree,,none,single,sometimes,10-May,62,D,72,C,74,C,D
994,male,group A,high school,,none,married,regularly,> 10,66,D,64,D,64,D,D
995,female,group E,master's degree,,,married,never,10-May,86,B,99,A,95,A,A
996,male,group C,high school,,none,single,regularly,< 5,61,D,54,F,55,E,F
997,female,group C,high school,,completed,married,sometimes,10-May,59,E,71,C,65,D,D
998,female,group D,,,completed,divorced,sometimes,10-May,68,D,78,C,77,C,C
999,female,group D,some college,,none,married,regularly,> 10,81,B,88,B,89,B,B
0,female,group C,some college,,none,divorced,never,10-May,72,C,86,B,82,B,B
1,female,group C,some college,,completed,single,sometimes,< 5,88,B,96,A,98,A,A
2,female,group D,some high school,,none,,regularly,10-May,60,D,73,C,66,D,D
3,male,group D,bachelor's degree,,none,single,regularly,,74,C,57,E,63,D,D
4,male,group A,some college,,none,married,regularly,10-May,64,D,52,F,54,F,F
5,female,group D,,,none,single,regularly,< 5,60,D,65,D,69,D,D
6,male,group B,some high school,,completed,married,,< 5,63,D,72,C,73,C,D
7,female,group E,some high school,,none,divorced,regularly,< 5,74,C,86,B,81,B,B
8,female,group D,associate's degree,,completed,married,regularly,> 10,48,F,71,C,76,C,D
9,female,group E,some high school,,none,married,sometimes,> 10,72,C,63,D,62,D,D
10,male,group E,bachelor's degree,,none,,regularly,< 5,99,A,99,A,100,A,A
11,male,group B,associate's degree,,none,married,never,< 5,59,E,61,D,52,F,F
12,female,group C,high school,,none,married,sometimes,10-May,81,B,81,B,88,B,B
13,male,group C,some college,,none,single,sometimes,< 5,68,D,57,E,62,D,D
14,male,group A,associate's degree,,none,divorced,sometimes,< 5,95,A,79,C,75,C,B
15,male,,master's degree,,none,single,regularly,10-May,88,B,94,A,96,A,A
16,male,group C,high school,,none,married,sometimes,10-May,80,B,71,C,66,D,C
18,female,group D,high school,,none,single,regularly,10-May,42,F,46,F,46,F,F
19,male,group C,high school,,completed,married,never,> 10,80,B,77,C,79,C,C
20,female,group A,master's degree,,completed,married,sometimes,> 10,52,F,64,D,68,D,D
21,female,group D,bachelor's degree,,none,single,sometimes,10-May,79,C,82,B,86,B,B
22,female,group B,some college,,completed,single,sometimes,< 5,62,D,83,B,81,B,C
23,female,group C,master's degree,,none,married,sometimes,> 10,74,C,82,B,85,B,B
24,male,group D,some college,,,married,regularly,10-May,65,D,70,C,64,D,D
25,female,group B,master's degree,,none,married,sometimes,10-May,70,C,76,C,76,C,C
26,male,group B,some college,,none,married,sometimes,< 5,64,D,64,D,52,F,D
27,female,group D,associate's degree,,completed,single,regularly,10-May,72,C,88,B,89,B,B
28,female,group C,high school,,none,single,regularly,< 5,61,D,57,E,59,E,F
29,female,group B,master's degree,,none,single,sometimes,> 10,75,C,79,C,80,B,C
30,male,group C,associate's degree,,completed,married,sometimes,> 10,65,D,69,D,68,D,D
31,female,group D,some college,,,married,never,> 10,59,E,76,C,77,C,C
32,female,group D,bachelor's degree,,none,married,sometimes,10-May,52,F,67,D,68,D,D
33,male,group D,high school,,none,married,sometimes,< 5,49,F,38,F,39,F,F
34,female,group E,high school,,completed,divorced,regularly,10-May,100,A,100,A,100,A,A
35,female,group D,associate's degree,,none,married,sometimes,10-May,45,F,53,F,55,E,F
36,female,group D,some high school,,none,divorced,sometimes,10-May,70,C,78,C,80,B,C
37,male,group C,associate's degree,,none,divorced,sometimes,< 5,77,C,69,D,71,C,C
38,male,group D,high school,,none,single,regularly,10-May,72,C,63,D,62,D,D
39,female,group B,associate's degree,,completed,married,sometimes,10-May,77,C,83,B,90,A,B
40,female,group D,associate's degree,,completed,single,never,> 10,86,B,96,A,95,A,A
41,male,group D,bachelor's degree,,none,divorced,sometimes,10-May,74,C,66,D,72,C,C
43,female,group E,bachelor's degree,,completed,married,sometimes,10-May,100,A,100,A,100,A,A
44,male,group E,some high school,,completed,married,sometimes,> 10,78,C,68,D,68,D,C
45,female,group E,high school,,none,,never,10-May,73,C,81,B,79,C,C
46,male,group B,some college,,none,single,regularly,10-May,59,E,49,F,43,F,F
47,male,group B,high school,,none,married,never,10-May,71,C,64,D,59,E,D
48,male,group B,some high school,,none,married,regularly,> 10,38,F,39,F,37,F,F
49,male,group A,high school,,none,married,sometimes,10-May,62,D,69,D,61,D,D
50,male,group C,some high school,,none,married,sometimes,10-May,72,C,76,C,69,D,C
51,male,group B,some high school,,completed,single,never,10-May,68,D,69,D,64,D,D
52,female,group B,high school,,none,single,never,> 10,47,F,72,C,68,D,D
53,male,group B,bachelor's degree,,none,married,regularly,,48,F,50,F,46,F,F
54,female,group D,associate's degree,,none,divorced,sometimes,> 10,29,F,45,F,46,F,F
55,female,group C,some high school,,completed,married,regularly,< 5,49,F,61,D,61,D,F
56,female,,high school,,none,married,sometimes,> 10,36,F,35,F,35,F,F
57,female,group C,some college,,none,divorced,sometimes,< 5,70,C,74,C,73,C,C
58,female,group C,some college,,none,divorced,regularly,< 5,58,E,71,C,71,C,D
60,female,group D,bachelor's degree,,none,married,sometimes,10-May,44,F,54,F,49,F,F
61,male,group C,some college,,none,married,regularly,10-May,77,C,83,B,70,C,C
62,male,group C,some college,,none,married,sometimes,,57,E,50,F,45,F,F
63,female,group C,,,none,single,sometimes,> 10,57,E,70,C,66,D,D
64,female,group C,some high school,,completed,married,regularly,10-May,63,D,78,C,80,B,C
65,female,group B,some college,,completed,married,sometimes,10-May,56,E,74,C,74,C,D
66,male,group B,some college,,,married,regularly,10-May,82,B,73,C,72,C,C
67,male,group B,associate's degree,,none,married,regularly,10-May,58,E,53,F,48,F,F
68,male,group E,associate's degree,,completed,widowed,regularly,> 10,78,C,63,D,64,D,D
69,female,group A,high school,,completed,married,sometimes,10-May,59,E,68,D,68,D,D
70,male,group B,master's degree,,completed,married,sometimes,10-May,72,C,65,D,71,C,D
72,female,group B,some college,,none,married,regularly,,69,D,76,C,69,D,C
73,male,,some high school,,completed,married,regularly,10-May,66,D,55,E,63,D,D
74,female,group C,associate's degree,,none,married,sometimes,< 5,56,E,69,D,62,D,D
75,male,group E,associate's degree,,completed,single,regularly,< 5,81,B,79,C,76,C,C
76,female,group E,associate's degree,,,married,sometimes,< 5,60,D,73,C,68,D,D
77,female,group D,master's degree,,completed,married,sometimes,> 10,65,D,85,B,95,A,B
78,female,group D,high school,,none,married,sometimes,10-May,62,D,70,C,67,D,D
79,female,group B,high school,,completed,divorced,regularly,10-May,32,F,48,F,51,F,F
80,male,group D,some college,,none,married,sometimes,> 10,71,C,55,E,61,D,D
81,male,group E,high school,,none,married,sometimes,< 5,57,E,59,E,49,F,F
82,female,group A,some high school,,none,widowed,sometimes,10-May,57,E,65,D,70,C,D
83,male,group B,some high school,,none,married,sometimes,10-May,48,F,43,F,37,F,F
84,female,group C,bachelor's degree,,completed,married,never,< 5,67,D,81,B,80,B,C
85,male,group B,bachelor's degree,,none,married,never,> 10,70,C,69,D,61,D,D
86,female,group E,master's degree,,,married,regularly,10-May,73,C,86,B,86,B,B
87,male,group C,bachelor's degree,,none,single,regularly,10-May,36,F,42,F,39,F,F
88,male,group E,some college,,completed,married,regularly,10-May,100,A,98,A,93,A,A
90,male,group A,some college,,none,widowed,sometimes,10-May,66,D,68,D,65,D,D
91,female,group B,some high school,,completed,married,never,10-May,26,F,36,F,36,F,F
92,male,group D,some college,,none,married,sometimes,,52,F,53,F,51,F,F
93,female,group C,some college,,none,married,regularly,> 10,61,D,64,D,59,E,D
94,male,group D,some college,,completed,single,sometimes,< 5,66,D,64,D,59,E,D
95,female,group C,some high school,,none,single,regularly,> 10,70,C,75,C,69,D,C
96,male,group C,master's degree,,none,married,sometimes,> 10,65,D,67,D,75,C,D
97,male,group D,some college,,,married,sometimes,10-May,79,C,73,C,74,C,C
98,female,group C,some college,,none,single,sometimes,10-May,53,F,69,D,63,D,D
99,male,group B,high school,,completed,married,never,10-May,62,D,62,D,58,E,D
100,male,group C,some high school,,none,married,sometimes,> 10,71,C,72,C,69,D,C
101,female,group B,high school,,none,divorced,sometimes,10-May,72,C,67,D,68,D,D
102,female,group C,some college,,none,married,regularly,< 5,55,E,64,D,68,D,D
103,female,group D,some college,,completed,married,sometimes,> 10,70,C,88,B,94,A,B
104,female,group C,some college,,completed,,sometimes,10-May,72,C,79,C,76,C,C
105,male,group C,bachelor's degree,,none,married,sometimes,10-May,78,C,87,B,76,C,B
106,female,group B,some high school,,completed,divorced,never,> 10,77,C,91,A,92,A,B
107,female,group C,associate's degree,,completed,single,sometimes,< 5,64,D,76,C,75,C,C
108,female,group B,some college,,none,married,sometimes,< 5,55,E,65,D,61,D,D
109,female,group C,some high school,,none,married,regularly,> 10,61,D,79,C,78,C,C
110,female,group D,associate's degree,,,single,never,10-May,88,B,95,A,97,A,A
111,male,group D,some high school,,,widowed,regularly,> 10,50,F,50,F,48,F,F
112,female,group D,,,none,married,regularly,< 5,79,C,77,C,81,B,C
113,male,group D,some high school,,none,married,never,10-May,49,F,47,F,46,F,F
114,female,group D,bachelor's degree,,none,single,sometimes,10-May,46,F,54,F,60,D,F
115,female,group E,some high school,,completed,single,sometimes,10-May,57,E,65,D,70,C,D
116,female,group B,,,none,married,sometimes,10-May,58,E,64,D,63,D,D
117,female,group A,high school,,none,single,sometimes,,44,F,50,F,48,F,F
118,male,,associate's degree,,none,single,regularly,10-May,80,B,74,C,77,C,C
119,male,group C,some college,,none,married,regularly,,70,C,63,D,55,E,D
120,female,group B,associate's degree,,none,married,sometimes,< 5,65,D,83,B,77,C,C
121,female,group C,some high school,,completed,,sometimes,10-May,65,D,73,C,75,C,C
122,male,group D,associate's degree,,none,married,regularly,10-May,74,C,62,D,71,C,D
124,female,group C,associate's degree,,none,widowed,regularly,10-May,81,B,82,B,84,B,B
125,female,group B,associate's degree,,none,widowed,sometimes,10-May,55,E,61,D,59,E,F
126,female,group D,,,none,married,sometimes,10-May,52,F,66,D,60,D,F
127,male,,some college,,none,single,sometimes,10-May,54,F,59,E,46,F,F
128,male,group E,associate's degree,,,single,never,10-May,86,B,91,A,89,B,B
129,female,group D,associate's degree,,none,single,never,10-May,71,C,75,C,84,B,C
131,male,group C,bachelor's degree,,none,divorced,sometimes,10-May,61,D,51,F,54,F,F
132,female,group E,high school,,none,married,sometimes,< 5,56,E,58,E,58,E,F
133,male,group C,associate's degree,,completed,divorced,sometimes,< 5,76,C,80,B,73,C,C
134,female,,bachelor's degree,,completed,married,sometimes,10-May,52,F,69,D,71,C,D
135,male,group D,some high school,,none,single,sometimes,10-May,47,F,53,F,52,F,F
136,male,group C,master's degree,,none,married,sometimes,10-May,84,B,90,A,87,B,B
137,female,group E,associate's degree,,none,single,sometimes,10-May,91,A,95,A,100,A,A
138,male,group B,associate's degree,,none,married,regularly,< 5,83,B,81,B,77,C,B
139,male,group E,some college,,completed,married,regularly,< 5,99,A,87,B,92,A,A
140,male,group E,some college,,none,divorced,regularly,10-May,65,D,59,E,59,E,D
141,female,group E,,,completed,single,sometimes,10-May,55,E,59,E,65,D,F
142,female,group C,some high school,,none,married,sometimes,10-May,69,D,80,B,75,C,C
143,male,group E,associate's degree,,none,married,regularly,10-May,73,C,62,D,56,E,D
144,male,group B,associate's degree,,,single,sometimes,< 5,36,F,51,F,42,F,F
145,female,group D,associate's degree,,none,widowed,sometimes,< 5,63,D,78,C,70,C,C
146,female,group D,high school,,none,married,regularly,10-May,66,D,75,C,72,C,C
148,female,group B,,,none,married,regularly,< 5,69,D,77,C,71,C,C
